,Quizzes
2034,740036000210005607000704028400082750600000180002300009005120000009000035000907806
2035,500001803730400060000000009400603900008270001100059602001087050089025704350000000
2036,023010000009300040506890200070030092800601034000500800900000007000286009004057301
2037,080003670002540000701000009206000080090206430000080100040370250107650300058009001
2038,009005602500076030408300001030280400040060005001000000020030500006190083100602904
2039,200009080000000490076340000850230670020500300009076105003002017100065804040900500
2040,304000509070001006000409208700280050043600900210500003000102000005070604869000007
2041,000100079070800230060075008025009000004580007900602403150030000002900684408007000
2042,240090065030086410009700800020160078005002001900040030150078306006000200004009000
2043,001730600500200090090000432070006209062097380085100004050008021009060800300041000
2044,810060004750408600002000059040200370000001200500783901900052008000010060630070100
2045,000000036000075200281009005904200008602040070800017020460000080000653019059400000
2046,040008310501090006000000020003071090006050008702000540080360079039580200604200003
2047,007000950052004001300902800000406500890030270005070006700308600019207400630100000
2048,009014005000020700740503600020097008601040020580300090004936000008000050270008031
2049,072010008960307051000400002304000000010509000805002763007000340201090000530680010
2050,000360042409000530802004090294080000580100200003040068000530726017908003000000100
2051,003008000504173000960050007009730006002005300105420870200000610001860090400007285
2052,005700830008006500430000709287104006900308000500290400020001050100400007076089020
2053,004070005209050807008300140000903000135600908800000070000002600650100002740008301
2054,094008030107002000380650790000020078961070002000430009400900500005001006020003400
2055,600900087302706000040812005400000870093600000000001506150300400000009002270084059
2056,800106000090070534205000001608390012000410000740005008063000907902030060000200800
2057,003008000000540701007060400000053108200000640016020079800400207070180095509032000
2058,679040310000000400800731000004059008703010600100600209005007960380000000007260005
2059,700100905208074000030256040010560003590001000003400080000029167000008450960000800
2060,502000800790108000400000931280016004000050309006074002000047600930000507005030010
2061,000107006748030500030090420005000072079006010201083000907001008600058700020400005
2062,600230050350001800090004106900700004000005608085406090002370040700602000801000007
2063,205700000010400086040310009530006100900102040080050703009000000700090420460080051
2064,007006000209085001040320000000051970026000300100000408900008026300900580510400730
2065,000009708062403009100570300003750902090306010005018007000240000038605000920000506
2066,000050096850603000070200040400000609000070021301905008900810037002049005108020000
2067,004000283020985004017000900263057008000800001700029630000030040509000060008704510
2068,001030690007001805340008007060050000008967000502004003003029106700000048400800520
2069,300070601800032009409800000097600008030005004605087200010904056020010900000006030
2070,010000020008540000000080956700002310025009400164700080000023608831000000640050070
2071,720190580800007000006530200007609040100080006502010090030400008209000010010025703
2072,020604007700000300010089000360010400904007100008053920040100708600800009090002050
2073,200100300100625004008097000009703410763000000050000008084030072070980100905400600
2074,076084100050000730800002094100035002200906080048071900305460010090000307080100006
2075,100000752000109040084320000000480206630907000008250031947000108301000020020060004
2076,385021600060008000049006300618004097520000843000070002090600400170500028000900010
2077,000000103046207500007593000013006020000050090820000045700180000900600038400075002
2078,601837250040006309070020000003709480850001600400000093000050702000100008512400000
2079,801402570006010200004073008000500742008009050200604900907008623010000090603090000
2080,080005000701820090240706301100073500000940006460002100800050700650238004009000200
2081,260005900800009437000180600096001000020754090040200305010970008005000060304060120
2082,065300029037640010100205400008090000300400000000120637801007040700910302900000005
2083,000124900510600000040800203000071089697000030100062400020530007009008504780000060
2084,000004108000905034102030090820060013703002806500080900070009502400053070006100040
2085,029400530400001080050820700008017900063004050100360200010008400700035820006700009
2086,900027401050030020600405800000800260570000009096150000180760502000090030203004007
2087,013240070050097300020000804009020060802504000030906001074350006690800050000001700
2088,082100540700692003000005000194030605060000318008760020050300009400010030006820001
2089,000691730000020084005308002000080000860002540432100079007009000020704601093060020
2090,800100907009070060004300100300002700200804316086000050000503080460900002010208479
2091,240010300008000609910007050004780000090002031500304720102049870073050006000000500
2092,003200400490750300021080007009100000540008700000094260080301079000065003016020840
2093,009215800000004075200700140002009000075100603600000910190003080003080460407052000
2094,000003406084000090100092053090130080805046020640700000001000508700600049052009700
2095,030500701070206008589040030000364100002007006050100900308090200004010050900002460
2096,090000850006001403030207019000380000874010500305006902280060001501400008000000760
2097,003100400800050090050074608700500004036002005009741000074000803102080000080060072
2098,007021000380607010000000806000940231500700090902380500700058100109200704640000005
2099,200000001005300640900675008506840100400030900000152060008000200600000893327400000
2100,060010043900502000107369000356008700000790051000000002070600000002004817508003400
2101,040009300107040050000050026251070600008006590070004800620810703000300100300000009
2102,000104080450000000003009401506200037078090062009600100200001054630000009900057800
2103,000000530053000208098040007002098003704062800000030050175600004840200016006007900
2104,002810300048002000001704500100540090063000100900060827080320060700400019005076000
2105,000007903070040080104900602005380020400006001030004500060270000002150306908060050
2106,500000309730040100940008000008501430000472560000060002200057000009200601015030700
2107,071039065900002000084500100540910720006000003000027408010060079090008000003000280
2108,150080072000300508009260043000040000510007030302006900200034781000590004086000050
2109,270050300000000076503074980100809240702030800000400000081005003000900401006302090
2110,200001834005002000400690207600700102500809000039000680000400301052006079047003060
2111,800053000000070094070120680003900000104200800050604372600001040200008035509000007
2112,005610020304080007960302000000000010003067005280000690090050801006801400500043970
2113,007530080610000400003960052080300001401200060000049500069800000700002000250607093
2114,850600090070082051490000000020001089006009307000325000000407005700000148109030060
2115,108042060070000049050603807600010002000056083000904000400500100932000500080037900
2116,100060030300010702047509800000020001609700050500300640020006379030042060001800005
2117,012080065400002700008300090000000000090070046070658003009060512200400070500109008
2118,160004800047065000008900030910050060002001003705002094870000020400036580023070009
2119,306008009070530400008000107040090320601007080005286001083050690500014003090000500
2120,030700095605008004007690208701500420000860001000002300020000000809004103160003570
2121,803902600000018074001050000309001400005070032120006080700004910600000008052080740
2122,380900200507080040012050306201040070000008005640035009800060704096000000070203010
2123,315002000000000007247300005620015090074006000000809702080401900003080406050060108
2124,502000003000000410904010600080430002109700000030502078350089200008050396600004007
2125,071600000003040280540081007000009640020705009080020035050906004007000106209003000
2126,580947002700130050000002109907003040302009005064250000000000026030018700096000800
2127,060000000190430600803105900001098005500070002026000370000820050008607040240003010
2128,300000078080610300000900050000000407107082090049503160020001034004806005700005920
2129,025010070001820000046907001300400080002090130090052047070003802000106904504000060
2130,039504100070000830200000605000901000400607008001002743006009007500360020824100000
2131,900080060600357200301000580004000090009601700187200003052000000010769050000030470
2132,030020001050039824700614000016800030500002900300470006402950003090100070000006500
2133,200048376000109004058007000009000020000380607605200100042000000080071009703060508
2134,640730500008001700010860029307000100051080094000502030000103280004950000006070000
2135,400530002067140090850000003000375040006000070010409508000900184230017006080600200
2136,001034026009000300200870050402003000360095070907010804800060009046000003000208500
2137,000008100190503604804900372940670000008000526003001000000005798000467030302100000
2138,014760000205000100000020460003049200070500096609870050380400001046098700502000600
2139,061300400900400215005090000700218000003074009020005806009000651612000083050007040
2140,001507230340208000907040065500700006000009070000306129704001008853000600002000900
2141,908010700000005204600079005007040300000208106109030080500001030301060027802950000
2142,010009506204308000070020043106000009085760302030005000608040900050000074400102080
2143,500420107040013000021807040010570403687300500000091002000200085009000700053080690
2144,280500009016020308045100070000930005700042000400600802000009027090407160503006000
2145,000050402408200000260008310004906000000300070709520100300809700601700549070000006
2146,018200070060089040030760092070900130300010520200004006000058700197600000405000003
2147,742069080030000000001058700060805002073001045008020109000082650006104030904000007
2148,400509201200008090306100005800076004045230060010000070002003900007090658900780020
2149,007450063300170040520006008800200490000087000200609050003700082106304005090000100
2150,003000579009060180000702000002001030040050017057206400061049003095003800800500020
2151,030750000620010400000000073040580006009100520001469800090000005182000040405308610
2152,016980400007030200000704190060000920008005000045021003024003000050060001701049860
2153,600007490040920530103600700000100007007340020480060900002000000800510060950008310
2154,001002080250400309036010007708051000009800200010004670000703100092008003600020040
2155,009805001000000306735406000004701005000508079100000820080090403070000260240000090
2156,300007016092005870400200090603140008507000009000050423901000000008360040000082500
2157,960500040030800000004093026310007400008100070026000350000920500840001230250074008
2158,047350600210000007560208900809025000000000405000936070430060580000810240600009000
2159,007530200090064108000809000403070809020000000080010752138000005009008670600302400
2160,290700065000006470000004302607010000050000809400823000160570004040080520700309081
2161,670032010048000500301005007000070960800650020109080003020300085003900004700016090
2162,970000600501090000043006052600013207000950403000000080020760140100802030094500000
2163,008000039103040280000002601090050106401028700750900020000007860004030000209061073
2164,200016047090500060004008023705003100020800005080704096030007000001020308076109000
2165,002309410004650020008001307590200700200700004030168090060904008000000001700000653
2166,000040003080500020040079056030400900006008200159007040700000000003021890001360070
2167,830500490004080000501067000020610759000000060040952100910000308063200540002000070
2168,006705020300100870040039000008970050600004907002006140024010080003000602800507093
2169,030000040960170500000056307005087010040002073021309006010860020876024000009000400
2170,130004006000090500605701090012500048706020000004039007908670250500800300000000074
2171,008091034030000070650043000500108020003000807407206901170900002062800540009000000
2172,320010000007003500040709010500006802030000479700904650050007004910080300008020060
2173,007000040900300001010006300040102500009000680650049200390081070201005003860700090
2174,000009100040020053657004020000090038308700000216080590021340080003007006900850001
2175,030010704420300015905000830000420000071800062000050370704009001008062500300108097
2176,100000009400032060020000078000050730074009806500820100090600025000075000306041000
2177,204000687105098000037002005900080702000953004006400300610000030000065028050210400
2178,900400080032008006046210030010060570000300290780009010001705000500093020407000001
2179,500047009006080053120500804090002705370060000014009000032070098000400000907608400
2180,000068007310000000004153006065000304003027801800000029108900600940085703050200040
2181,019004000000156080356020070601070400400800530083009002700003051040000960002060007
2182,860053007070008010059200004004307900013020000000064002000006409200519030037000065
2183,008502470102074800000130050001020009604003005020807130009300010500040000780000906
2184,001200060074000080090060130400009708009410000000053920800502046206307000000180005
2185,002840037050090000803005006080010370001002460090300001070084002504060080020109005
2186,003600078500037900104090062002401000000059020800700053028070100940805600030140000
2187,004900006200071500080630000040010380100205600905000240800490007050060920301007008
2188,530010000400028700067000003003064081020100097801050002900000000056070024100049058
2189,003000048000025076079100300740500000090014500100890020318702400204003005000060080
2190,300100060054000080890054007006307002007045816009020040160400300000708501020030090
2191,500000802002103470000006015406007028007540030180009000010005006074092100390700080
2192,042070980103080006500490200060300750700040001008900002036010800059000064270000030
2193,000006007005890100640700300008300042500604000013050070094002806302008090700001025
2194,080040325506080000900007010000500007490271800003068000010000500704630002028000439
2195,009060732002914060800000010024503000050000900306097000500020306040008007071409820
2196,096480703100300400080061050040000000051029304300540201210936000705000000060000008
2197,304090020000100004910050067000006082048070009706003540080010005091320800200809000
2198,003800070000039085600020009032001004050000000709680200010056020400700810907000403
2199,300200096407006005001900807000400080503000060006093100025080304000015920780040000
2200,003001000000300089200605400090050100016204800570003006900100045428060070001007900
2201,000010380009070406236089000070506002048000030020047910090003100005200704807090000
2202,091005038830000701200800005300090200006000047504260080109680300000470102040001060
2203,040579800610030709000008002000000200275100003003005641507200300036900108800004090
2204,300500108100073050050048090000409300010080602027000005540030200800014037009600800
2205,061095003080200060000074800600001340017089006023500070058100900300000002000432005
2206,000080196010430000002000005070109500040020700360004008800000000037500980501670023
2207,001690750070000000082040100905008200000705030820010064003200000400109006016054087
2208,900300012020087640005004003010048500070209380062000000430500109700890000001060750
2209,501280034039600080700000100206709501005000873000048000000004002302000096090310700
2210,004907500060004718800006042607000104002001080000500309048603050120070060000208000
2211,380001007700090340190500060632070000000042059000008700000203006401050020070680900
2212,530000800604000070080406010050079206009800003401230008000051039700002600090608500
2213,000070080002000501840903000030020060624010900005700043406001870318500002007069000
2214,004050036810030400056007200000900600009080021400072050700309080003000900062140500
2215,003210090458070000100640038510000600070090004002006070000759060085130000900004102
2216,000075140010300080030260009009507004240008070006010900050004002301080060820900307
2217,000632090000080040103700005300200000080096710610005208804007520090000000700150983
2218,100600500043001027900800340350006900002045080601097030036020019000700004578000000
2219,090000007625008000304050100012600530000020009000074068240060300008300401009205800
2220,700008000065300281013400079300000057900801640020059100270060003000900800009004010
2221,603007504012800700000605901140079008000300400200001009905003206007086030000450000
2222,010080700008703005049000063900000002470906100036100009507064080280070300060002450
2223,700460010301095000004020057065800000008000092107642030900000008000100370000053024
2224,006240390308060014010000005620459000003007050040000700079630002200508903000010000
2225,700004305000302000002900060509000003600038490041700800050800010200069080010020907
2226,060240090400018300708500010024009100003005806100060700039000270000300000006084905
2227,050009140100300002009008670020075904060840010080000000700000250030097060400106830
2228,200000580080100090070940030902007008050430700600500210800001046410060000005800320
2229,005401807806009132000200000000307610400690520300020004030570408794000000580060000
2230,000064005078000620060580930096001000040306280800900107000003042930020000705000000
2231,600905200003000071400000509700021908506340000081090030000630007109007004070400850
2232,095740300810359000000002004009000180026090500700605020040030091002001870570000603
2233,000680700184072000090304502300000800060050097800406100007023060000900050243100000
2234,000209600080071000900800735706040002500090340302580010170000000069030078050600204
2235,504170086208400900070300001900003605300000020007902810060041502042090070805000000
2236,400960038370002051050070000610040005009000070004500286007698000090320460000700010
2237,800040136005006020170003004050408070901002300080350000290000807060200941000060050
2238,010008503020716049980030070400089300250000000009200061600450700070090214003000000
2239,300000980009600002084030017000205000070080094005001078023007050040090006801453000
2240,009000240040600730000305019093107000004050600020008970081020400076083050950010008
2241,607305900003718000000900500100000652800000407004096080401073000080000006500082139
2242,306078902090200180005001400801040027000000005030060800007302009950700040600950001
2243,040001638700600009090032500008010053050700240002096800807400000360050000000000791
2244,170000203006005008000043096430600507000000000508910040005206900021078030080000704
2245,000367040020100030060000805005703009106004700800090210080200460407089000000405300
2246,600000210001940037480300050710008003206000000090200460102060000075030009003570080
2247,800075030003120006067004900400500301002060500980000000700380009150900700000001482
2248,000010032006050040190200500009007803030801060540600900800420000070003650350009010
2249,001620000305700080000900421908170006007009030010430090200005000000800064069001703
2250,040000201900070860000631000209500074380046900000000500657200100010950008800000003
2251,040001500790080206600030890904000070502004603001067000000350048306000001000078002
2252,200400530060090000094100007700040050083020061006070002040708900508000200001360040
2253,500004000002308950910620000020930040106500300703086005000807620600000401074009080
2254,002150000600080092300607100001490075000200410203005008500900387008070640094000000
2255,500080603034090008000301500070000900109206000820000050065004720710005306902070100
2256,000800409500107300300094610006010243075009180040608005809003002000206001002000070
2257,029004100800100000050096037070609320093000001500740680030002010706301940040080000
2258,007024800020060000340708609008200490790000003600000158100040736400050000080903001
2259,080300004000060090406097050000230560020059801047100003015000480009000200860520030
2260,300100680004570031700009500070062000006300259900000010080001000020406093491000002
2261,050006807082900000000000159090605041004098076000130000409023000003510600007000208
2262,070910000002003060000520070046000085080401093701890200403000008600200504590030600
2263,000106500081450000050902700809530004400807063070000005940000610000609080012000300
2264,070830400001002008039046000600004209200508300000001075050600702000005096940010800
2265,021750804000200350004006001098060500000185006040000070002090007039008210086010903
2266,082060000000003006700140390004900030208601705030080200500002004410700800007000651
2267,085100006246000009930700000023070008004059000107608040610800270000000305000240960
2268,075010903402008001000000020604800000700900164090003007950600400036004070000520800
2269,600058900028190000000600403052000068003000102900030570400201030031980040267500000
2270,000080020082603900030105006804000001917030500060902004000250000006000435401090078
2271,408003006065702081300090400000531200009000070040600508096400035021007890000010700
2272,021050036000900507080400020600040205040018090003070060700063008059100000800702300
2273,705000630000008000003615004030000940600507008102004300800062090047090150009000702
2274,104300005006000200000508071617005900402900103030240680020087004900100000005002000
2275,005300280370600040084001070000027300906405000020930100400008005050209710008100002
2276,000002096060005302430060800004000000300780010807010564000109075020040900940350008
2277,200100076305900800010436000006700901108305240024000050481090002000080005000670430
2278,100020059800060407370400020042005000000801260000600390050700000090084103780090006
2279,000760039039204000000000640000000071061053000205000900080605200004170006570092080
2280,000004035600050021200718040085000306490307000020090000100020070908601004030400008
2281,060000700090208010105409060000100000370096800008000504050040370231600008840902000
2282,300090001001002007078040906000610800809200030512004000040007502020350410600000000
2283,082400000000071090109003608063087900050060021000905307008002003471009200300000540
2284,700090083010005690600783050040038070900000260500400300800004901130052000006970000
2285,000100009900006080150008023004050362006047000000082050080760100630520007095003040
2286,054000700000900020060003900308020605540061032001800470800054190290070000007006008
2287,005620097016970050000000004648003070020000900007001038930002806801030020060100540
2288,020040500700000016800500930200059107060034089070100000390060020040087005600200800
2289,040307600070008004103090050004510802207630090019000030300201507060000000002840001
2290,010457200000006104080020076001080000020500060063074809096040018008903540350200000
2291,504700008100402006760019200803050040090804020000060071046100503007000900000328000
2292,305000040900080316000706205000000029800310000740602000010050400070940603050207900
2293,050000690200603540048000070003586010400001000100040059090302087001095002760800000
2294,030090001000005746804106039010000804005030020720601000206900075009054000080003090
2295,020431005380900040001002007000090600050000300940106200007300000210609580506024090
2296,060750003014920600700006408508060001609840270000070800250003910900010000043002000
2297,104603207270810000000000009356400000020080401800397005600100702005030804080000093
2298,004097850700000100000412900040060002900503000305048001601020009070301400008006007
2299,700801560020000400350400709006008000010940206000700090290000051003107084000605300
2300,800052000010040902700600040400500027930000000008300601009020864100730050605089103
2301,080037100014000006302900050040002085630000902000156700700820001000000030260500407
2302,014070000900401063003508200000082000020000105007306004800064507095000030670000098
2303,009240003000018640500070090005380400810700502603000010080069050700400800390000000
2304,003005700180009600094007008000340012040050809005016400900003205006020000702800130
2305,601030000000000485007209100003050020000092070408700309065001002010005908802470506
2306,006100027800904005095200034209006008000002710003410000001740506304050000007600009
2307,000108540364050001001090700000802607017000032030706000970080005506003000000600204
2308,500873600030040005008900400260010347007609002000000100702000060090050000643190700
2309,003600010120075004400002970240037000900000085005000300860200790091040056000003800
2310,809003465004020300000005018048210006500307000213004009300508002000090000060000701
2311,607000059000408010208000307085900230093050004402107000000010420300500906900260005
2312,040020007700008620005090043001060004098502000320800079630100000000007930052046008
2313,097604010006002004005830200108900030073000420000070005600087300000240590800001062
2314,900087035062450801070001000400016093000000400008530620000063100030090056710200009
2315,006802004920000006830070100000028070209015080005930040001000500750300090460700008
2316,506080240000700930080900001008000400900258000130007065020346700410000520609000300
2317,308000004017400090002500007000029010456800200000700030074310026900000850000086700
2318,600040500009267800810300407060108240350000001080409006000002708035000020100970000
2319,900000057300060408006054901090048706614037200002001000070900360100020000035800004
2320,820007950400208031003500700010902503080400010002003009000160000934000006065070420
2321,365070000001004083000001900100309006070402009902050040500000207047060008083200150
2322,056080300480900200032106050001200806008005040040030170090520000600001000700804509
2323,005300040010087060020010709130040608007902035006000400090650380480001070002070000
2324,200180640900304018000960000020630450000001032507000000709020500000007004806500001
2325,000021760700400250400800003006000810028064000005002900010050400080309007693000001
2326,000070008403500090090038062009600100301800050540009076700140200000085037620000405
2327,000900580015060009007820003000790006123004000090008450300500728400001600200376040
2328,000095000067400000920603800040050203001009060006210087010080500004300020708040190
2329,508001700000407000016230000020040850001590634030008070067300290900020100004100065
2330,200400869000030100005670004004350201019200080300060070060004002900000530750180006
2331,037000005800200900040508012020041000064002098003000704006004080000300651915000070
2332,908000320270031006500000049007560000010000204623080900040008000080679053000013800
2333,920000006058010200700403000007860300169007508000090004004005079001934002800270100
2334,090008052006001030048070900020630140600057200300040007780004060930500000000090520
2335,930000000008006072006180045071600200000053016000420000809070001014005080360002450
2336,307821000910006750040009003005000030200060000609037002060498010000070000408503607
2337,005086002003100590904000700000009100020730000006501040100078003059402806608000010
2338,340510028000070090906000401070903056000000084003052010002846000095001000030000047
2339,060358901008006040700420300150070006034901000080500020006030590900000702001204003
2340,300070800000291003040800905070056001800009300035720604067005000480000009500100402
2341,090007260064000108817020309000093020000004806582700040400000000050619000039500701
2342,000180060001032900007006280039540800480007502000600030050900000010273004640010003
2343,028006390753000400006015072000650000091420003504001080000870004002000910080003726
2344,054087000329001000000090604500600703706009210030048005082030400070006091000100050
2345,802100006704002050095030080010059400000300009200614700000200590000000601600708024
2346,974006000560800093000040010040309260810700309300000084090253006082010000003600070
2347,970504010000000000823700040005100806001390520000007094200405600049800300500069070
2348,004310005700900408000008010800500100406002780032700609060270030090406020000009070
2349,054200000601803009000960570000007904300005080706410000800002003010740600092000058
2350,000008069807500000040170003020009410190000802600810057500034200076000000413705000
2351,065004092001200004700098500108003400000900705400706001090360000803000900004050027
2352,060000517070023900180006030010007409305460100002010080400380620900500003000042005
2353,040200030801070000027350086698004000003005062000000901102030050000018709009500300
2354,008502600610000042000130875000807000560400009039020710093064050204000000100780000
2355,400800000090020067008136092000063009103000070070580000800090615007000028520610030
2356,017005060208090005630400120000508300000710400826040007050003008402000070009670201
2357,800010036000897000140002900003200540001050000900760823002178005000005260790300004
2358,000300080025009170130000006900610534008205900600000007007100042400007090006830005
2359,090600450020530000008000193000027019006903204000006375100204030584000006000090700
2360,908000500700140800002035010006000200200960003501004600100097086000250071040300000
2361,008600520090420001000039600076095004013000006000040730030010807004850010087200090
2362,084000000005046892009300007000000000130029000002100986070600401400073020608500030
2363,170300000000600002083010506300009000014030208920800040000052700095080420460700801
2364,067051000030200701500004080005006023308970005020080400402008010070100600001300092
2365,010906002000050070060042003005024007004000080802607059000200901700030860903105000
2366,030000520600320090108005064080040703306007000004500800570019400402003001009270000
2367,700100206095060081004000003002431060000000702680050090050249300007005840010803000
2368,002300000000021940046070210007506420200043001050009700093000087760005100500800000
2369,050280071008000600970403000300000007840001920010520004100600705290004003030090840
2370,900003000007005326600178000000017000032890100508020040001600407800000950205709603
2371,060904003050072900080050060030800690002000001041305800000018070509007280300060405
2372,860402030900100804050009670100750480000008000006040102300090007520030040049007005
2373,600000200107200609490080070000750002506300100073000480008540030301607000024010900
2374,700014020080000005601300900002107004009520071050008030003060050940002600000090782
2375,020000000045900068000680705009450006873000050000017200400009000100032009906700130
2376,000961200308040050920000700007506180100270300230080406070005600003800009549010000
2377,052080009006041370300000018009000640400005031207063000090750800003102700000806004
2378,060480000310009000054010297000006009700890301500702608600070080038240100000000005
2379,037905400680000050005100007200801006490030010001000070040600095850402301000003280
2380,094000000760050302000008071021040039600200080530609000000310740075000200002400968
2381,020801650000400209000060003009004001106080700307605000004507190960030005700000082
2382,100750006069030208800200040975000000630000800000045300400003510507010090090024007
2383,105400098006001020080070300010900802702100056008060900030007000000280004900346705
2384,000094600590000473820063001060031005001905007030000204000108000100206850250070000
2385,000706003010002060507008900040000005230019004089054010056907020000000000004361087
2386,032980750007000004000560001060302905090075080004001000800700029910008300200430100
2387,000705600930040000540028700003060009000401087420500100000680002000003504109000068
2388,090857000100029387006400000015000000020030594080000603730062140900704000000001806
2389,020040605005098700107000004000013000039800460470500200910600503000001800008725000
2390,050000069003740100002006780084100302000004056970030800108502000060000090030010540
2391,074000950213045760000600300095071040400030000080002000506203107008000093900106020
2392,260500010097004630000100208000302500805070140000008007701200009034090802050600070
2393,094100500280003000003089740000900205016200300540701006007005008600020000051304607
2394,008030970490500802010080036005046001009073400300200090084790050007004000060008200
2395,590080610104050070803600090001072500006304082000000000400090300907025100000807020
2396,903102000700600000050039084200807009060010253004000600010095007320400500009080041
2397,002006587400002010051090302003900000200030875500008200000500690094200000860010403
2398,170002580056010900200009640004008239060004000300000100091480007823070005500320000
2399,030018750000000000604005080080570120200000970070809004190300000507600230820940600
2400,050973810000050020490001600100080005009042380073600000940700001032009400008030506
2401,026078030907100504000409000090057000804901020100803650069005800280000103000600700
2402,600205010500700640042000907009124000300000060001030700030080000020509408470013009
2403,503041090008200000000089054900000007871004300000010528100602705605000001009003240
2404,036000080100630540200908700007000300090050024600090105060402003850300000400100209
2405,000400100092076030470800590021000000000604900009031086083200001005069004260050070
2406,000000320040600007050912006060037059190400000500000802016040030704800065020006710
2407,005030007002800940400506003009200060068905000100000204500194070370600180020087000
2408,001005070074000300020081005200004900040562100306870000050600814009200003030407600
2409,104097000600800003078200510000065000203000408091000076005043200020001900300050847
2410,003004009700090820080700600004253016100008030005640007096105040000400092207030000
2411,000082760600300002510007030000004057100090000380701000006140009705900604900003820
2412,010080002705100009006953010800500703090012680603400000070000320340700000508009004
2413,005402300970030200000087006090100450040060008128300700300596004006070002080000015
2414,050071080002504090000200400007050004600900501300480920801000070009832006460000000
2415,004027080980014067070300000300001800100270903092006075021950600005000000840000502
2416,710006390805000401006005007520070004400000600000308050080100002070093510900200780
2417,000709006643000100007040053100802090730050208000006005006005900910403080584010000
2418,050367480000050000243900070000070520800100060010405009906500300500680007002031900
2419,020300940010050308807600005004009800050100030980002710605970000200006000300800490
2420,009060000080902605040038120630050000700800960008670040027001000000500304095400210
2421,000000006056000400438900010029805000001630008000004070290403180000520097600170240
2422,000304081100760420560012000040078030809003000057001002025080910003006504070900000
2423,702400100580090604000105092003050001004001905005970860600000000040800020107236000
2424,270800000905600307100040500001070050000098074060320008504001000009004732083009010
2425,000200604800903002205010080054030007002008100070042903691000050000800300000469070
2426,000090350080260004007804001205008040100000007009436000050901680640000510903000002
2427,000080600803047005540009031390800040015092000706003200000000580071000092000260700
2428,307900020120050004000008600040130905506027830700000000089064100400509280010700000
2429,100507006000004000204380009000046010405809070078050030720690405000000001953000200
2430,009000076601590000480000520000030450030060701905020000260104000500680000073002608
2431,300100047608300050010578006007090183000004020900610000090000060040002000006807034
2432,002607810504008007080103005850000700006300400003012096100504003070080049009000200
2433,900801075000207460008004903200060807080009041053000000076000300030500009501400026
2434,008410000074905001009080320000040100060250009903700002010000057705003800802006400
2435,600058090502900100094720360207006050000040001150800230020000080080037900700104500
2436,000000900104602083200005476320040167070006800009050000500230719700000030080160050
2437,503840001000003204800067009070002900146900002009000408900701000401008500000530006
2438,300049000080020700060300142100090200007501860045602030070000059950060000420080007
2439,059410600800000902040070000704003000000006130030980005203000050071500209060021084
2440,007000008000529100153000004400300069006018020300907500200600730015040900008295006
2441,004080031003005400120006007007000020062700058510603000400000902800470360005100070
2442,500008200000130048370040901000600300056000074904510600015000007009082010420700060
2443,800021490600004013030070002010607008902053600470800050095010000008000049000200030
2444,001705300800300072000000654308500001042006007060091800034000900007080406600012005
2445,050360807000004601008900020006780005270000900031000040000400069180075200300219500
2446,700840000006100000814005006000200369180000007009054200405370018601009530030060900
2447,750409038300006004009207100100003076060800000000105302007054809601000000480300020
2448,000007000006190200390020048002000316040900075008560000830700000700200501015040093
2449,009081030200590800501004670000030010035016002000702004804000007000900450970205080
2450,500007040090026700003408100000070005120900070704253009042010000308009200010060080
2451,001500700030006500800020046000478602900005003020910050008040960302000108659700000
2452,000041500000900061650080300790300100108507006004008009009406087030100005206070000
2453,200460008000001530010009007005630020320007640090045800400000051130900700076800300
2454,300807054007006000015920000102003780694000000080050060036000910000092800020400305
2455,308040000070003602025090130000070500054002080713056009600309007800000201090710004
2456,500270000206013500007000403000000012903004000700856000000940160150300080042580037
2457,850026001410009057000040090005468000060000209703100040608003700500280304007000010
2458,700060052006009003920010604030108705040000120807000009500400300098073006000201580
2459,109003685000086000040570000800730200300100740024009060500000090000005301001248076
2460,000094502806002070045010800004100305900080000120300490007060043410050020030900001
2461,000206907007038600085040010000067290004003005860010003152900030090005840400070000
2462,080976050600100009007000300209000006050680000000029071830040200074002080502067013
2463,600470020000010870400508100200009300043005007850320010021030040080000900930001650
2464,004070009020803760010006800006380900000200307800050010700605200209030104150009003
2465,001008570600090000002007004000083100059200063708000409000000605040759201023100098
2466,062700000003052681080090740000000376390080000045001020800030004104006050020570108
2467,000064009582003100940805020100059702003000600750640800000090001890700030201000050
2468,000081046067020000150000200309040007200705380010068920090036000800009100034000005
2469,000006008003207650540010009200908005001600070904500000070302001090040830015700460
2470,007050000200306000900000031000942080800010063009080720480009570105260040306500200
2471,680200705000680290032004010700095306003000001150020080807410900520760000004000800
2472,000000084089006702740302901000769300915000207000005008071403006500008000203150000
2473,204810900000400060010039700503080000400207030690005012000003485350190000002600001
2474,082790045006500109010003207079800000000040300804005062400900050003080000120304700
2475,270000004040036010003080560800027030004009005625100700000250049980074001001600200
2476,200000000000000176000890023709204058058070012010003690570300004084056000003901000
2477,008030090000000423045100800050200030870600100060813900012746000089005710006000000
2478,480900007006020500002007009000360201900000360005812700070180030614070080230004000
2479,070000064500003971040009000400080120026400007807001300300524009010090650009106080
2480,050003074600010300090080010020008030048071906907035002204000700000046503160020089
2481,508009040100000720043680000720014530004702600805000000300201850000970003002540010
2482,006403008000010000075002100200007000409080050010605403002034780000560029038000610
2483,086050007901000003035100000200760000040502019007809030000097600000200908170004002
2484,000005010000400706005690008720000381040020605030189002300002009097054000684013000
